品名,單位,重量,熱量
銀絲卷,1個,,210.8
酸菜炒大腸,,135克,265.6
酸棗果汁飲料,,100克,27
酸菜炒肉絲,,85克,92
酸菜炒豬血,,100.5克,73.5
辣椒炒雞肝,,48.8克,62.6
酸菜炒麵腸,,95克,112.6
酸菜香腸,,60克,140.4
鳳陽草莓,,100克,30
銀絲捲,,130克,542.1
漢堡排,,137.9克,156.3
酸菜湯,,50克,14
滷棒棒腿,,60克,84.6
辣椒糊,,100克,31
壽喜調理包,1包,,410.8
壽喜調理包,1份,,423.8
辣椒醬[辣椒糊],,100克,31
榨菜櫻蝦飯糰,,180克,250.2
榨菜罐頭,1碟,,22
蒜腸,,100克,309
蒸獅子頭,,121克,116.2
瑪瑙石榴,,100克,63
酸酪蛋,,100克,443
福圓甜粥,,355克,174.9
嫩煎黑胡椒豆腐,,90克,110.4
酸溜溜,,100克,67
嫩煎雞排,,35克,75.4
蒜蓉,,100克,36
團蒜,,100克,122
粿粽,,254.8克,425.5
粿粽20克,,38.5克,110.5
蒟蒻QQ卷,,205.8克,273.7
酸辣土豆絲,,332克,432
精製小麥酒,,100克,238
蒜蓉木耳菜,,277克,145
辣滷牛腱,,30克,36.9
蒜蓉手撕包菜,,550克,211
蒟蒻仙草冰,,170克,105.4
翡翠吻仔魚粥,,324克,432.9
翠綠沙拉附藍紋乳酪醬,,300克,48
蒟蒻炒瓜條,,155克,71.8
蒜蓉炒苦瓜,,115克,101.4
蒜綠炒魚柳,,75.8克,52.2
蒟蒻香菇湯,,124克,74.4
蒟蒻香腸,1根,,114.8
碧綠酒,,100克,239
酸酸草,,100克,67
維爾康運動飲料,,100克,45
鳳蜜酥,1個,,76.3
酸辣腰花,,120克,102
碧綠腐乳雞,,98克,93.6
翡翠蒸蛋,,63克,81.9
蒜蓉蒸蝦,,30克,29.4
蒜蓉辣醬,,100克,78
酸辣蝦,,47克,110
碧綠蝦丸,,140克,222.7
翡翠蝦仁,,100克,81.2
翡翠鮮蝦麵,,222克,501
蒜蓉醬,,60克,167.4
熏醋,,100克,43
對蝦,,100克,93
算盤子,,100克,19
精緻小火鍋,,299.5克,339
滷豬心,,308.6克,15.4
辣醃生蚵仔,,22克,33
滷豬血,,70克,13.3
福樂自然零櫻桃優酪,,100克,72
滷豬肝,,44.3克,50.2
福樂低脂保久乳,1杯,,127.2
榴槤酥,,50克,91.6
福橘,,100克,45
蜜橘,,100克,42
辣蕃茄湯,,80克,41.6
蒜頭魚,,159.8克,215.7
蜜糖蘆薈,,50克,40.4
蒲燒鰻,1個,,300
蒲燒鰻玉子丼,,422克,818.7
綠鮮奶茶,,740克,119.9
寡醣飲料,1缶,,180
滷雞胗,,40克,42.8
滷雞翅,,80克,181.6
辣雞翅,,100克,337
蒸雞蛋羹,,55克,78.1
滷雞腿,,90克,108
滷雞腿火車便當,,549.2克,1010.5
銀鯧,,100克,140
裸瓣瓜,,100克,37
熗爆綠豆芽,,52.5克,38.6
榛蘑,,100克,46
榛蘑,,100克,271
榛蘑,,100克,157
蓋籃菜,,100克,16
綠蘆筍,,100克,25
綠蘆筍果汁,1份,,87.5
綠蘆筍炒肉絲,,90.5克,206.2
綠蘆筍罐頭,1碟,,20
綠鰭馬面豚,,100克,83
綠鰭馬面豚[麵包魚，橡皮魚],,100克,83
綠鰭馬麵豚[麵包魚，橡皮魚],,100克,83
辣蘿蔔條,,100克,37
維蘿蔔煮,,349.8克,381.2
維蘿蔔蔬果汁,,305克,140.3
蒸蘿蔔糕,,50克,44.5
精鹽,,100克,11
銅鑼燒,,61.4克,192.2
銅鑼燒,,115克,307.4
熟00牛肉干,1塊,,67
熟00牛肉三明治火腿,1個,,54.4
熟00牛肉火腿,1個,,43.2
熟00茶鵝,1兩,,105.9
熟00萬巒豬腳,1個,,87.8
熟00豬肉干,1個,,82
熟00膽肝,1個,,50
蝦丸,,42克,103.7
豬大排,,35克,75
蓮子排骨湯,,363克,183
蓮子酥餅,,74.3克,274.2
蓮子豬肚湯,,70克,142
蓮子燉牛肋條,,175克,121.8
蓮子鯰魚湯,,220克,284.7
蝦片,,100克,523
樂天小熊餅,,56克,334
樂天小熊餅,,56克,320
蝦仁火腿炒飯,,380克,657.4
蝦仁冬瓜,,575克,432
蝦仁肉丸,,100克,151
蝦仁肉絲蛋炒飯,,420克,821.9
蝦仁豆腐,,360克,503
蝦手卷,,165克,361.4
蝦仁炒飯,,100克,138
蝦片亞答子沙拉,,66.2克,83.5
蝦仁炒黃瓜,,431克,236
蝦仁美乃滋夾心拉飯糰,,108克,244.1
鴉片魚頭,,100克,113
豬毛菜,,100克,31
蝦仁菜花,,487克,344
熟水餃,1盤,,332.8
熟水餃,1盤,,395.2
豬火腿,,85克,245
麩皮,,100克,220
養生一品粥,,250克,881
養生山藥餅,,75.2克,212
蝦皮油菜豆腐,,312克,193
衛生油麵,1碗,,144
寬皮桂,,100克,43
魯冬粉,,20克,74
養生麥粉,1盤,,160.4
養生湯,,430克,187.5
養生酥餅,,48.5克,252.3
蝦皮煎蛋,,48克,56.7
蝦皮薑絲絲瓜湯,,120克,55.2
稻米,1碗,,282.4
豬耳,,100克,176
豬舌[口條],,100克,184
蝦米[海米，蝦仁],,100克,198
稻米,,100克,346
潮州三寶炒麵線,,472克,571.1
瘦肉刈包,,103克,196.7
豬肉水餃,1份,,334.4
豬肉末蒸蛋,,70克,95.2
熟地羊肉湯,,40克,114
廣式芋頭粿,1塊,,70.8
豬肉咖哩飯,,310克,492.6
廣州炒飯,,305克,591.7
豬肉韭菜水餃,1份,,363.2
德式香腸堡,,162.5克,461.9
豬肉炸醬,1份,,179.2
豬肉凍,,80克,168.8
墨西哥法士達焗雞,,80克,167.2
墨西哥捲餅,,275.9克,527
墨西哥甜麵包110克,,78.2克,301
墨西哥辣味麵,,103克,342
豬肉海鮮粥,,247.5克,409.7
豬肉脯,,100克,378
豬肉乾,1個,,81.2
豬肉乾,,25克,55
調合麻油,1個,,44.2
豬肉蛋堡,,197.5克,489.4
蝦米滷匏瓜,,225.5克,32.9
蝦米蒸雞蛋,,59克,237.3
德式熱馬鈴薯沙拉,,246克,307.5
豬肉燒賣,,143.8克,166.9
豬肉燴飯,,325.5克,563.1
豬肉燴飯,,257克,386
豬肉鬆,,25克,120
豬肉鬆,,20克,75
廣式蘿蔔糕,1塊,,139
醋豆子,1碟,,159.6
豬夾心,,100克,349
豬肘肉,,100克,248
豌豆尖,,100克,223
豌豆果,1個,,85.6
豌豆粉絲,,100克,367
豬肝連,1份,,114.3
豬肝魚丸湯麵,,220克,271.7
豬肝湯,,60克,71.4
豌豆黃,,100克,133
豬肘棒,,100克,248
豬肘棒,,100克,314
蔥抓餅,,168.5克,458
豌豆蝦仁,,426克,647
豌豆澱粉,,100克,341
豌豆罐頭,1碟,,62.6
蝦虎,,100克,81
蝦油,,100克,66
調味奶粉,1份,,127.8
廣東皮蛋瘦肉粥,,285克,539.7
蝦味先,,50克,514
潤肺安神湯,,110克,325
蔥油多寶魚,,891克,824
調味乳,1杯,,124.8
蔥油派,1個,,289.2
廣東香腸,,100克,433
豬油栳,1個,,86.4
熱狗粉,1份,,35.3
熟油茶油,1小匙,,44.2
魯金針菇,,50克,21
熱狗捲,,112克,356.2
樂芙球,,100克,573
熱狗蛋,,122.5克,321.9
潤肺梨子汁,,275克,127.9
熱狗蛋餅,,158克,417.1
廣東粥,1碗,,334.4
醃芥菜頭,,100克,39
醃芥菜頭[水芥，水疙瘩],,100克,39
醃芥菜頭,,100克,26
熱狗腸,,100克,307
膠姆糖,,100克,368
蔥油雞便當,,446.8克,848.9
蝦派,,46.7克,138.7
餘柑子,,100克,38
餘柑子[油柑子],,100克,38
豬柳吐司,,133克,339.2
劍南春,,100克,312
劍南春,,100克,222
豬柳蛋餅,,158克,361.8
魯香菇,,70克,43
豬柳堡,,148克,312.3
醃韭菜花,,100克,15
蔥炸溪蝦,,58.2克,70.9
豬前腿肉,1大匙,,43.4
豬前腿瘦肉,1大匙,,40.2
豬後腿瘦肉,1大匙,,39.9
醃洋薑,,100克,34
醉流霞,,100克,344
蔥香雙米,,50克,53
醋栗[燈籠果],,100克,44
糌粑,,100克,257
蔘茸酒,1杯,,181.6
魯素雞,,25克,51.3
線紋鸚哥魚,1兩,,31.8
蝦捲,,43.7克,137.7
墨魚[曼氏無針烏賊],,100克,83
箭魚,,100克,271
墨魚丸,,100克,128
豬排三明治,,110克,275
豬排丼,,440.8克,819.9
稻荷皮壽司,,90克,253.8
豬排吐司,,115克,281.1
豬排全麥三明治,,172.5克,401.8
蝦球西蘭花,,437克,288
魷魚炒花椰菜,,127.5克,99.4
魷魚圈,1個,,57.2
墨魚圈,,100克,72
豬排蛋餅,,158克,361.8
豬排飯,,300克,556.8
樂陵棗,,100克,215
踏雪尋梅,,179.9克,377.7
醃雪裡紅,,100克,25
豬排漢堡,,129克,343.2
熱乾麵,,100克,152
蓧麥麵,,100克,366
豬脾,,100克,94
稻菇,,100克,14
豬腎,,60克,38.4
豬腎[豬腰子],,100克,82
蓴菜,,100克,20
豬腎,,100克,137
蔬菜三明治,,155克,303.3
蔬菜牛肉丸綠藻麵,,351.7克,403.5
蔬菜汁,,350毫升,106
澎湖冬瓜糕,,43.4克,215.3
蓬萊米油,1小匙,,44.2
蓬萊有機米,1碗,,281.6
蔬菜肉醬麵,,274克,695.9
熟黃豆,,100克,146
魯黃豆干,,35克,56
髮菜豆腐羹,,350克,133
蔬菜咖哩,,145克,42.6
蔬菜咖哩豬肉飯,,350克,419
蔬菜珍珠丸,,80克,143
樂斯美麵包,,100克,333
蔬菜魚丸湯,,332.5克,107.1
蔓越莓冰淇淋,,400克,872
蔬菜蛋餅,,150克,278.5
髮菜湯,,250克,7
蔬菜飯,,305克,478.5
蔬菜綜合果汁,,295克,315.6
摩斯漢堡  和風炸雞,,109.5克,315.4
摩斯漢堡  黃金蝦,,52克,104.5
摩斯漢堡  燒肉珍珠堡,,155克,337.9
摩斯漢堡 牛蒡培根珍珠堡,,191克,378.2
摩斯漢堡 可樂餅,,83.6克,210.4
摩斯漢堡 法式布雷,,70克,170
摩斯漢堡 咖啡,,220克,43.8
摩斯漢堡 金黃薯條,,110.8克,294.7
摩斯漢堡 紅豆麻糬,,58.5克,221.1
摩斯漢堡 紅茶,,430克,89.8
摩斯漢堡 海鮮珍珠堡,,174.2克,292.7
摩斯漢堡 麥克雞塊,,102.6克,233.9
摩斯漢堡 黃金炸蝦堡,,161克,381.6
摩斯漢堡 蜜汁烤雞堡,,162.8克,367.9
摩斯漢堡 辣味摩斯漢堡,,169.8克,465.4
摩斯漢堡 蒟蒻珍珠堡,,183.2克,364.7
摩斯漢堡 熱可可,,39克,172.8
摩斯漢堡 摩斯吉事堡,,198.8克,488.9
摩斯漢堡 摩斯沙拉,,127克,39.4
摩斯漢堡 摩斯香腸堡,,146克,273
摩斯漢堡 摩斯鮮奶,,199.2克,125.5
摩斯漢堡 韓式燒肉珍珠堡,,216克,440.7
摩斯漢堡 韓式薑燒珍珠堡,,220.5克,485.1
摩斯漢堡 薯條,,124克,255.4
摩斯漢堡 薑燒珍珠堡,,163.6克,384.5
摩斯漢堡 雞肉總匯沙拉,,140克,183.4
蔓越橘汁,,253克,165
蔬菜燉肉,,118克,68.8
蔬菜鮮肉湯圓,,275克,520
蔬菜雞肉泡麵,,75克,571
蔬菜雞肉絲麵,,180克,290
豬腰子,,100克,82
豬腸米粉,,142克,117.9
豬腳便當,,550克,866.3
豬腳凍,1個,,50.4
蝦腦醬,,100克,100
蔞蒿,,100克,57
蓮蓉三Q餅,,79.8克,261
魯鳳爪,,15克,31
蓮蓉包,1個,,203
醃漬冬瓜,1碟,,24
醃漬花生,1大匙,,21.3
醃漬花胡瓜,1碟,,24.9
醃漬金針菇,1碟,,12
蝦餃皇,,567克,1311
醃漬苦瓜,1碟,,25.2
醋辣香炒蚋仔,,161.8克,254.1
醃漬香菇,1碟,,5
醃漬桃子,1個,,254
蓬蒿菜,,100克,21
醃漬鳳梨,1個,,59.8
醃漬嫩薑,1碟,,21
蔥蒸鴉片魚頭,,795克,862
醃漬鵝菜心,1個,,64
醃漬蘿蔔,1碟,,48.4
醉蝦,,107.1克,89.7
養樂多,1缶,,68
熟豬肉條,1個,,134.8
熟豬肉絨,1個,,87.6
熟豬肉酥,1個,,109.2
魯豬血糕,,17.5克,35.2
踞緣青蟹,,100克,80
踞緣青蟹[青蟹],,100克,80
魯豬排,,30克,71
德慶酥,,100克,456
穀熟菌,,100克,13
蔥頭,,100克,39
豬蹄,,100克,260
豬蹄,,100克,260
蔥燒木耳,,285克,154
蔥燒五花肉,,273.3克,381.6
蔥燒牛柳,,160克,223.6
蔥燒蝦仁,,75克,73.3
蔥燒鯽魚,,72.2克,173.3
醃龍鬚菜,,100克,67
豬膽肝,,100克,336
蝦醬炒飯,,288克,547.2
慶豐桃,,100克,40
醃燻豬肝,1個,,49.8
蓮霧：黑珍珠,1盤,,83.2
蔥爆牛肉,,124.8克,248
蔥爆牛柳,,90克,103.1
蔥爆羊肉,,440克,557
蔥爆肉絲,,110.7克,94.4
穀類早餐食品,1包,,96.2
蓮藕粉,1份,,70.4
蓮藕海帶煲豬骨,,808克,1532
蓮藕煎肉餅,,114.4克,182.8
蔥爆豬肝,,70克,132.4
蓮藕糖,1個,,117.6
蝦蟹燴飯,,272.5克,527
蔘鬚紅棗羊肉粥,,542克,1159.9
憂鬱管鞭蝦,1個,,25.5
橙,,100克,47
橡子,,100克,231
親子丼,,519.8克,483.4
燙小白菜,,100克,13
樹子豆包,,63克,167.8
橘子晶,,100克,390
樹子蒸吳郭魚,,52.5克,56.2
樹子蒸魚,,97.9克,112.1
濁水米粉,1碗,,284
龍牙豆,,100克,17
龍牙豆[玉豆],,100克,17
膨化豆粕,,100克,321
燙中卷,,20克,14.2
糖心蛋,,156克,78.2
鮐巴魚,,100克,155
鴨皮,,100克,538
橙汁子排,,198克,326.9
學生奶,,100克,66
燙玉米筍杏鮑菇,,100克,34.5
橙汁汽水,,100克,20
燒仙草茶,1缶,,69.6
橡皮魚,,100克,83
橙汁魚柳,,107.5克,129.4
橙汁飲料,,100克,47
橙汁飲料,,100克,44
橙汁飲料,,100克,47
橙汁飲料,,100克,46
橙汁雞片,,142.1克,264.3
橙汁雞柳,,100克,102.6
橙汁藕片,,284克,466
擔仔麵,,175克,264.2
機米,,100克,347
鴨舌[鴨條],,100克,245
頭份古早味便當,,195.8克,628.5
鴨肉冬粉湯,,265克,529.2
燙地瓜葉,,60克,16
糖耳朵,,100克,367
燒羊肉,,100克,183
燒肉珍珠堡,,98.5克,354
燙竹筍,,100克,22
鴨肉羹,,470.5克,315.2
鴨肉羹麵,,247.5克,420.8
鴨肉麵線,,150克,411
橫行霸道,,132克,157.1
龍豆,,100克,32
龍角,,100克,98
鴨油,,100克,897
燙空心菜,,100克,24
瓢兒白,,100克,15
瓢兒白[瓢兒菜],,100克,15
燙青江菜,,60克,8
瓢兒果,,100克,555
龍延草,1碟,,24.5
燙青菜,,105克,75.1
瓢兒菜,,100克,15
蕃茄：小蕃茄,1碗,,49
蕃茄：大蕃茄,1個,,23
蕃茄：牛番茄,1個,,17
橙珍,,100克,25
蕃茄：紅番茄,1個,,19
蕃茄：聖女小番茄,1碗,,56
橙香牛奶燉蛋,,290克,170
蕃茄牛肉泡麵,,135克,721
蕃茄牛肉麵,,200克,226
蕃茄牛腩,,106.8克,281.9
蕃茄玉米湯,,140克,165.1
蕃茄白花菜,,88.5克,51.9
蕃茄如意麵,,205克,95.3
蕃茄豆腐,,143.5克,118.8
蕃茄豆腐沙拉,,205克,107.4
蕃茄豆腐燴蛋,,96克,109.9
蕃茄炒豆腐,,175克,106
蕃茄咖哩醬,,45克,79.2
蕃茄炒蛋,,110克,135.3
蕃茄炒飯便當,,485克,737.2
蕃茄香腸炒飯,,200克,594
龜苓茶,1缶,,79.2
蕃茄海鮮墨魚麵,,451克,617.9
蕃茄高麗菜湯,,50克,12
蕃茄梅子冰砂,,240克,112.8
蕃茄蛋花湯,,100克,84
蕃茄培根義大利麵,,340.9克,678.5
蕃茄菜花,,103.3克,53.4
燙秋葵,,62.5克,57.8
蕃茄滑蛋丼,,422克,687.8
蕃茄蜜餞果凍,,351克,242.2
蕃茄蝦仁,,170克,144.9
蕃茄蝦仁炒飯,,310克,607.7
蕃茄豬肉焗烤飯,,440克,849.5
蕃茄蔬菜濃湯,,298克,149
蕃茄薯仔燉牛腱湯,,160克,55.7
蕃茄優格汁,,289.9克,237.7
蕃茄優酪乳,,369.9克,244.1
蕃茄雞麵,,557.5克,581.2
蕃茄蘿蔔魚丸湯,,390克,140.8
蕃茄罐頭,1碟,,34
鴨胰,,100克,117
磚茶,,100克,206
澱粉,,100克,366
澱粉,,100克,351
澱粉,,100克,342
澱粉,,100克,332
糖烤栗子,,51.2克,104
龍紋魚,,70.5克,92.5
鴨胸脯肉,,100克,90
奮起湖便當,,384克,664.3
燒酒蝦,,40克,54.6
燉海鮮飯,,937克,709.3
錦蛇,,100克,94
樹梅,,100克,28
龍眼,1碟,,65.7
鴨條,,100克,245
鮐魚,,100克,155
鴨梨,,100克,43
蕨麻,,100克,350
龍眼,1碟,,93.6
鮐魚[青鮐魚，鮐巴魚，青磚魚],,100克,155
鮑魚[雜色鮑],,100克,84
蕨麻[鵝絨委陵菜],,100克,350
鴨豉片,,100克,603
蕎麥仁,1盤,,71.2
鴨蛋白,,100克,47
鮑魚沙拉,,344克,254.6
燙鹿角萵苣,,80克,20
燕麥海鮮粥,1份,,291
龍眼乾,1碟,,60.1
燕麥飯,,186克,286.1
鴨蛋黃,,100克,347
鮑魚菇炒雞肉,,108克,66.3
蕨麻糬,,23克,83.3
燒麻糬,,124克,125.3
蕎菜,,100克,11
蕨菜,,100克,39
蕎菜[野蕎],,100克,11
蕨菜[龍頭菜，如意菜],,100克,39
蕨菜,,100克,251
蕨菜,,100克,22
橫渡山海關,,159.8克,471.4
燙筊白筍,,50克,11
蕈菇炒牛肉絲,,64克,48.1
磨菇茄汁雞飯,,250克,271.5
磨菇培根起士塔,,32.5克,69.6
餛飩麵,1碗,,455
燙萵苣,,100克,11
燙葉萵苣,,60克,9.6
燒餅,1個,,224
橡實,,100克,231
糖蒜,,100克,114
燕窩,1個,,5.4
橘餅,,100克,364
橡實[橡子，青岡子],,100克,231
燒餅,,100克,293
燒餅夾生菜,,70克,163.2
糖蒜炒豆干,,65克,150.2
燒餅油條,1根,,339
燕窩飲料,1缶,,35
樺榕麵包,,100克,328
燒賣,1份,,306.2
龍蝦片,,100克,338
糖醋牛肉片,,164克,296.8
糖醋肉片,,112.5克,150.8
糖醋肉塊,,90克,126
燙豬血糕,,95克,96.6
糖醋豆腐魚,,252.5克,216.4
磨盤柿,,100克,76
糖醋素雞,,115克,106.3
鴨廣梨,,100克,50
糖醋魚條,,112.5克,120.6
糖醋甜椒,,72克,19.4
駱駝掌,,100克,310
糖醋魷魚,,103.3克,140.1
駱駝蹄,,100克,116
糖醋雙色,,105.5克,104.3
糖醋蘿蔔,,80克,92
鴛鴦奶茶,,179克,202.3
龍頭菜,,100克,39
醍醐燒肉滷花椰菜,,285.6克,279.9
燙龍鬚菜,,150克,25.5
燕嶺春,,100克,344
蕃薯勃朗峰,,58.1克,108.6
樹薯粉,1份,,70.4
蕃薯稀飯,,255克,356.8
蕃薯餅,1個,,196.8
濃縮橘汁,,100克,235
燒鵝,,100克,289
鴨蹠草,,100克,32
鴨蹠草[竹葉菜，淡竹葉],,100克,32
錦豐梨,,100克,45
螞蟻上樹,,54克,73.3
螃蟹黃金煮,,289.6克,350.4
螃蟹銀紙燒,,239.8克,470.1
燙蘆筍,,100克,27
燈籠果,,100克,44
龍鬚菜炒肉絲,,130克,103.7
龍鬚麵,,100克,356
龍鬚麵,,100克,345
糖蘿蔔,,100克,75
橄欖形餐包40克,,30.2克,112.1
薑[黃薑],,100克,41
壓力鍋雞,,30克,74.4
糜子,,100克,323
糜子米,,100克,374
燴三菇,,85克,74.8
糟方,,100克,156
薯片,,100克,555
薯片,,100克,548
薏仁山藥粥,,480克,940.7
薏仁米,,100克,357
鮮牛肉炆伊麵,,297.5克,170.3
薏仁美白粥,,516.5克,1089.7
薏仁飯,,90克,321.7
薏仁湯,,250克,75
薏仁醋,1個,,2.8
燴什錦羹,,89.1克,21.2
薏仁醬油,1個,,8.3
薤白,,100克,122
薤白[小根蒜，山蒜，團蒜],,100克,122
鮮奶卡士達北海道戚風蛋糕,,88克,184.9
薑汁地瓜,,135克,139.5
鮮奶茶,,290克,116
薑母茶,1缶,,67.2
鮮奶茶,1杯,,194
鮮奶蛋白瘦肉粥,,250克,752.5
糙皮側耳,,100克,14
薑汁麻糬,,102.8克,87.8
薑汁菠菜,,207克,115.1
薑汁撞奶,,130克,110.5
薑汁糖水,,300克,1146
薑汁燉奶,,202.1克,133.4
薑汁燒肉丼,,415.2克,606.2
鮮奶饅頭,,75克,245
鮮奶饅頭,,83克,235.9
鮮奶饅頭夾肉鬆,,95克,322
薏米[薏仁米，苡米],,100克,357
糙米片隨身包,1包,,114.5
鮮肉包,1個,,258
鮮羊乳,,100克,59
韓式拌拌麵,,161.7克,119.9
韓式泡菜炒牛肉,,89克,87.4
韓式泡菜拌飯,,470克,475.1
韓式泡菜炒飯,,235克,415.9
韓式泡菜炒麵,,517克,765.2
韓式泡菜燒肉比薩,,156.7克,373.3
韓式風味蛋包,,305克,455.9
韓式烤牛肉,,87.5克,70.6
韓式烤肉冷麵,,123.3克,114.9
韓式海鮮煎餅,,175.4克,289.8
燴百菇,,105克,84.6
鮮肉湯包,1個,,226.8
鮮肉雲吞,1份,,169.5
鮮肉湯圓,1個,,297.2
韓式辣味烤鯛魚,,100克,79
韓式辣醬拌牛肉,,41.7克,40.3
韓式辣醬拌鮮蝦,,62克,34.2
糙米漿,1杯,,172.8
鮮肉鍋貼,1盤,,103
糙米雞肉粥,,325克,499.9
薏米麵,,100克,342
鮮貝,,100克,77
燴豆腐,,195克,136.1
糟豆腐乳,,100克,156
糟豆腐乳[糟乳],,100克,156
糟乳,,100克,156
鮚花,,100克,117
鮮乳,1杯,,144
鮮乳,1杯,,151.2
鮮乳,1杯,,148.8
鮮乳,1杯,,146.4
鮮乳,1杯,,120
鮮乳,1杯,,96
鮮乳,1杯,,110.4
鮮乳,1杯,,120
嬰兒奶粉S01,1份,,153.9
嬰兒奶粉S02,1份,,151.5
嬰兒奶粉S03,1份,,131.4
薯泥生菜沙拉,,335克,220.6
薊花油,1小匙,,44.2
薑味南瓜,,55克,36
薑炒海瓜子,,63.6克,103.6
鮮乳酪,1個,,96
薯泥豬肉三明治,,197.5克,406.3
鮮乳糖,1個,,129
霜降牛肉蚌麵,,300克,224.8
翼紅娘魚,,100克,105
鮮桃果汁糖,,100克,397
優格起士水果沙拉,,288.3克,565
鮮烏賊,,100克,84
薑茶隨身包,1個,,99.2
優格魔蛋,,369.9克,484.6
鮪排,1個,,71.5
薯圈,,100克,576
糟鹵,,100克,50
鴿蛋,1份,,63.4
鮭魚[大麻哈魚],,100克,139
薯條,1份,,270
薯條,,100克,298
鮪魚片,1兩,,28.2
鮭魚木瓜湯,,162克,102.1
鮪魚水餃,1份,,312
薄荷奶茶,,124克,240.6
薄荷冰點,,190克,85.5
鮭魚炒飯,,340克,567.9
鮮魚味噌 湯,,327.5克,121.5
鮭魚炒麵,,467.5克,579.9
薄荷珍珠優酪乳,,275克,313.5
鮪魚香腸,1根,,134
鮭魚籽醬,,100克,252
鮭魚籽醬[大麻哈魚籽醬],,100克,252
鮪魚起司,,121克,312.1
韓國烤肉捲,,88克,190.1
鮪魚起酥,,108克,260.3
霜淇淋,,100克,127
霜淇淋粉,,100克,396
霜淇淋聖代,1份,,300
總統酥,,70克,551.5
鮮魚粥,,277.5克,435.6
燴莧菜,,125克,65.8
鮮蚵煎餅,,236.9克,262.7
鮪魚潛艇堡,,305克,688.1
鮭魚鬆,1份,,112.8
螺旋藻,,100克,356
薊菜,,100克,27
蕹菜[空心菜、藤藤菜],,100克,11
蕹菜[空心菜，藤藤菜],,100克,20
薑絲大腸,,152.3克,288.5
鮮菇丼,,333克,679.3
鮮菇地瓜葉,,116.8克,40
薑絲羊肉片湯,,257.7克,97.7
薑絲牡蠣,,60克,99
鮮椒炒牛肉絲,,73.3克,50.6
薑絲炒文蛤,,35克,64.9
薑絲枸杞金瓜,,111.2克,61.5
薑絲海瓜子飯,,246.8克,394.5
螺絲捲,,114.8克,393.8
薑絲蛤蜊湯,,337克,31.8
鮮菇蛤蠣麵線,,230克,376
薑絲蜆湯,,346.9克,35.3
薑絲燴冬瓜,,50克,8
薑絲鮮魚湯,,332克,114.2
總匯三明治,,164克,583.8
總匯吐司,,250克,439.8
優酪乳麥片,,220克,224.6
優酪乳軟糖,,100克,404
糟溜魚片,,654克,904
鮮滑魚片粥,,235克,679.6
鮮蜆湯,,116克,18.1
薄葉單棘魨,,1兩,
優酪寡糖,1個,,105.6
鮮辣粉,,100克,357
薑蓉醬,1個,,6.4
螯蝦,,100克,93
鮮蝦仁油飯,,142.5克,383.4
鮮蔬肉末粥,,285克,299.8
鮮蔬沙拉,,180克,130
營養果汁,,290克,240.7
鮮蔬拌飯,,250克,254.5
鮮蝦炒鉛筆麵,,351克,909.1
營養味噌湯,,87.5克,108.1
鮮蝦炒饅頭,,70.5克,86.9
鮮蝦泡麵,1個,,312.6
鮮蝦盅附考克醬,,130克,66.3
鮮蝦風味厚蛋燒,,350克,521.5
鮮蝦粉絲煲,,468克,758
營養烤雞腿,,60克,85.8
營養強化汽水,1缶,,161
鮮蝦蛋皮捲,,72.7克,114.4
優質葵花油,1小匙,,44.2
螳螂蝦,1個,,
營養親子丼,,352.5克,600.3
鮮蔬雞肉沙拉手卷,,272.7克,308.2
鮮蝦蘆筍涼麵,,476克,542.5
鮮蝦蘑菇湯,,404克,214
螺螄,,100克,59
蕗蕎,1碟,,10
薑糖,1個,,107.1
鮮橘汁,,100克,30
薑燒南瓜,,223.1克,286.5
濕澱粉,,100克,342
鍋燒烏龍麵,,412克,589.2
鮮橘晶,,100克,385
鍋燒麵,,185克,168.7
鍋燒麵,1個,,73.2
薯蕷,,100克,56
優鮮沛蔓越苺,,200克,650
薊薊菜,,100克,38
薔薇離鰭鯛,1兩,,32.6
醡醬中華冷麵,,231.1克,464.5
鮮雞精,1個,,13.2
鮮蟹手卷,,88克,201.6
鮮藕粥,,407.5克,823.2
優糯米,,100克,344
鵝,,100克,251
豐力蛋,1粒,,73.7
鬆子,,100克,640
鬆子,,100克,619
鬆子,,100克,530
鬆子仁,,100克,698
雞土從,,100克,16
雞土從[蟻土從、傘把菇、雞土從菌],,100克,16
雞土從,,100克,635
雞土從,,100克,251
雞土從花,,100克,16
雞土從菌,,100克,16
醬大頭菜,,100克,36
鬆仁,,100克,530
鯽勾,,100克,122
醬牛肉,,83克,140.2
醬牛肉,,100克,246
雞毛菜,,100克,15
蹦之雞 炸雞粒,,90.1克,247.8
醬包瓜,,100克,107
鵝仔白菜,1碟,,13
醬汁肉,,100克,549
醬瓜肉絲飯糰,,49克,152.4
雞矢果,,100克,41
雞汁味乾脆麵,,100克,505
醬汁苦瓜封,,149.8克,67.6
醬汁苦瓜燉肉,,183克,167.3
醬汁烤魷魚,,111克,84.1
醬汁燒豆腐,,75克,65.4
醬甘露,,100克,37
醬甘露[地蠶，甘露子],,100克,37
雞血,,100克,49
雞肉丸,1份,,60.3
雞肉丸子,,42克,105
雙色玉米,,65克,72.5
雞肉玉米粥,,330克,251.1
雞肉卷,,100克,253
雞肉炒什錦,,110克,90.2
雞肉香腸,1根,,182
雞肉凍,,180克,198
雙色起司火腿三明治,,104克,262.1
